,,,,,,,,,,,MacNeil et al. ,,In review paper from Ivor,Ivor most recent,,,,,,,,,
spp,SPECIES,FAMILY,family,COMMONFAMILYALL,TROPHIC_MONREP,A2_guild,TOPHIC_MONREP,size,habitat,Included,fg,EDITED,A2_fg,Ivor_F1,Ivor_F2,A2_size,A2_schooling,Ivor_guild,criteria,,,,
Anampses chrysocephalus,ANCH,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,17,Reef,1,Micro-invertivore,,Invertivore,NA,NA,20,3,NA,NA,,,,
Thalassoma quinquevittatum,THQU,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,17,Reef,1,Micro-invertivore,,Invertivore,NA,NA,17,3,NA,NA,,,,
Heniochus singularius,HESI,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,NA,NA,30,Reef,1,Corallivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Aetobatus narinari,AENA,Myliobatidae,Myliobatidae,Eagle Rays,SECONDARY,Carnivore,NA,330,Pelagic,0,NA,,Invertivore,NA,NA,350,1,NA,NA,,,,
Aetobatus narinari,AENA,Myliobatidae,Myliobatidae,Eagle Rays,SECONDARY,Carnivore,NA,330,Pelagic,0,NA,,Invertivore,NA,NA,350,1,NA,NA,,,,
Bodianus prognathus,BOPR,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,17.9,Reef,1,Micro-invertivore,,Invertivore,NA,NA,20,2,NA,NA,,,,
Anampses twistii,ANTW,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,18,Reef,1,Micro-invertivore,,Invertivore,NA,NA,18,1,NA,NA,,,,
Lutjanus gibbus,LUGI,Lutjanidae,Lutjanidae,Snapper,SECONDARY,Carnivore,NA,50,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,53,4,NA,NA,,,,
Xanthichthys caeruleolineatus,XACA,Balistidae,Balistidae,Triggerfish,PLANKTIVORE,Planktivore,Planktivore,35,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,35,4,Pk,0,,,,
Apolemichthys arcuatus,APAR,Pomacanthidae,Pomacanthidae,Angelfish,SECONDARY,Carnivore,NA,18,Reef,1,Micro-invertivore,,Invertivore,NA,NA,18,3,NA,NA,,,,
Halichoeres marginatus,HAMA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,18,Reef,1,Micro-invertivore,,Invertivore,NA,NA,18,3,NA,NA,,,,
Halichoeres ornatissimus,HAOR,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,18,Reef,1,Micro-invertivore,,Invertivore,NA,NA,15,3,NA,NA,,,,
Gobiodon citrinus,GOCI,Gobiidae,Gobiidae,Goby,SECONDARY,NA,NA,6.6,Reef,1,Detritivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Istigobius decoratus,ISDE,Gobiidae,Gobiidae,Goby,SECONDARY,NA,NA,13,Reef,1,Detritivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Pterois antennata,PTAN,Scorpaenidae,Scorpaenidae,Scorpionfish,SECONDARY,Carnivore,NA,20,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,20,1,NA,NA,,,,
Kyphosus hawaiiensis,KYHA,Kyphosidae,Kyphosidae,Chub,PRIMARY,Herbivore,Herb,41,Reef,1,Browser,,Browser,B ,B ,41,4,H,0,,,,
Kyphosus pacificus,KYPA,Kyphosidae,Kyphosidae,Chub,PRIMARY,NA,Herb,45,Reef,1,Browser,,NA,B ,B ,NA,NA,H,0,,,,
Labrichthys unilineatus,LAUN,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,17.5,Reef,1,Corallivore,,Corallivore,NA,NA,16,1,NA,NA,,,,
Coris venusta,COVE,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,19.3,Reef,1,Micro-invertivore,,Invertivore,NA,NA,20,1,NA,NA,,,,
Parupeneus chrysonemus,PACH,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,19.6,Reef,1,Micro-invertivore,,Invertivore,NA,NA,22,3,NA,NA,,,,
Bodianus axillaris,BOAX,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,20,Reef,1,Micro-invertivore,,Invertivore,NA,NA,20,2,NA,NA,,,,
Chaetodon lunula,CHLU,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,20,Reef,1,Micro-invertivore,,Invertivore,NA,NA,21,2,NA,NA,,,,
Thalassoma hardwicke,THHA,Labridae,Labridae,Wrasse,PLANKTIVORE,Carnivore,Planktivore,20,Reef,1,Micro-invertivore,Diurnal planktivore,Invertivore,PK,PK,20,3,Pk,0,,,,
Arothron meleagris,ARME,Tetraodontidae,Tetraodontidae,Pufferfish,SECONDARY,Carnivore,NA,50,Reef,1,Corallivore,,Corallivore,NA,NA,50,1,NA,NA,,,,
Anampses meleagrides,ANMG,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,22,Reef,1,Micro-invertivore,,Invertivore,NA,NA,22,2,NA,NA,,,,
Forcipiger flavissimus,FOFL,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,22,Reef,1,Micro-invertivore,,Invertivore,NA,NA,22,2,NA,NA,,,,
Forcipiger longirostris,FOLO,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,22,Reef,1,Micro-invertivore,,Invertivore,NA,NA,22,2,NA,NA,,,,
Labropsis xanthonota,LAXA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,13,Reef,1,Corallivore,,Corallivore,NA,NA,14,3,NA,NA,,,,
Bodianus anthioides,BOAN,Labridae,Labridae,Wrasse,PLANKTIVORE,Carnivore,Planktivore,24,Reef,1,Micro-invertivore,,Invertivore,PK,PK,21,1,Pk,0,,,,
Halichoeres melasmapomus,HAME,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,24,Reef,1,Micro-invertivore,,Invertivore,NA,NA,14,3,NA,NA,,,,
Balistidae,TRIG,Balistidae,NA,Triggerfish,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Heniochus monoceros,HEMO,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,Carnivore,NA,24,Reef,1,Micro-invertivore,,Invertivore,NA,NA,23,2,NA,NA,,,,
Apolemichthys xanthopunctatus,APXA,Pomacanthidae,Pomacanthidae,Angelfish,SECONDARY,Carnivore,NA,25,Reef,1,Micro-invertivore,,Invertivore,NA,NA,25,3,NA,NA,,,,
Bodianus mesothorax,BOME,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,25,Reef,1,Micro-invertivore,,Invertivore,NA,NA,19,2,NA,NA,,,,
Xanthichthys mento,XAME,Balistidae,Balistidae,Triggerfish,PLANKTIVORE,Planktivore,Planktivore,30,Reef,1,Planktivore,Diurnal planktivore,Diurnal planktivore,PK,PK,30,4,Pk,0,,,,
Pterois sphex,PTSP,Scorpaenidae,Scorpaenidae,Scorpionfish,PISCIVORE,Carnivore,NA,22,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,22,1,NA,NA,,,,
Cantherhines pardalis,CAPA,Monacanthidae,Monacanthidae,Filefish,PRIMARY,Carnivore,Herb,25,Reef,1,Micro-invertivore,,Invertivore,OTH_HERB,OTH_HERB,25,1,H,0,,,,
Apolemichthys trimaculatus,APTR,Pomacanthidae,Pomacanthidae,Angelfish,SECONDARY,Carnivore,NA,26,Reef,1,Micro-invertivore,,Invertivore,NA,NA,25,3,NA,NA,,,,
Pterois volitans,PTVO,Scorpaenidae,Scorpaenidae,Scorpionfish,PISCIVORE,Carnivore,NA,38,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,38,1,NA,NA,,,,
Cheilodipterus quinquelineatus,CHQN,Apogonidae,Apogonidae,Cardinalfish,SECONDARY,Carnivore,NA,13,Reef,1,Planktivore,NOCTURNAL,Generalist carnivore,NA,NA,12,3,NA,NA,,,,
Halichoeres hortulanus,HAHO,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,27,Reef,1,Micro-invertivore,,Invertivore,NA,NA,27,3,NA,NA,,,,
Bodianus sanguineus,BOSA,Labridae,NA,Wrasse,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Scarus sp,SCSP,Scaridae,Scaridae,Parrotfish,PRIMARY,NA,NA,50,Reef,1,Excavator/scraper,Scrapers/small excavators,NA,NA,NA,NA,NA,NA,NA,,,,
Halichoeres trimaculatus,HATR,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,27,Reef,1,Micro-invertivore,,Invertivore,NA,NA,27,3,NA,NA,,,,
Apolemichthys griffisi,APGR,Pomacanthidae,Pomacanthidae,Angelfish,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,25,3,NA,NA,,,,
Cirrhitus pinnulatus,CIPI,Cirrhitidae,Cirrhitidae,Hawkfish,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,30,1,NA,NA,,,,
Coris ballieui,COBA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,30,1,NA,NA,,,,
Sufflamen chrysopterum,SUCH,Balistidae,Balistidae,Triggerfish,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,22,1,NA,NA,,,,
Thalassoma lutescens,THLU,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,25,3,NA,NA,,,,
Pomacentrus brachialis,POBR,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Omnivore,Planktivore,8,Reef,1,Planktivore,Diurnal planktivore,Grazer/Diurnal planktivore,PK,PK,10,4,Pk,0,,,,
Thalassoma trilobatum,THTR,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,30,Reef,1,Micro-invertivore,,Invertivore,NA,NA,33,3,NA,NA,,,,
Anampses cuvier,ANCU,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,31,Reef,1,Micro-invertivore,,Invertivore,NA,NA,36,3,NA,NA,,,,
Scorpaenopsis diabolus,SCDI,Scorpaenidae,Scorpaenidae,Scorpionfish,PISCIVORE,Carnivore,NA,30,Reef,1,Pisci-invertivore,,Generalist carnivore,NA,NA,30,1,NA,NA,,,,
Anampses caeruleopunctatus,ANCA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,42,Reef,1,Micro-invertivore,,Invertivore,NA,NA,42,2,NA,NA,,,,
Thalassoma lunare,THLN,Labridae,Labridae,Wrasse,PLANKTIVORE,Carnivore,Planktivore,45,Reef,1,Micro-invertivore,Diurnal planktivore,Invertivore,PK,PK,25,3,Pk,0,,,,
Amblyglyphidodon curacao,AMCU,Pomacentridae,Pomacentridae,Damselfish,SECONDARY,NA,NA,11,Reef,1,Planktivore,Diurnal planktivore,NA,NA,NA,NA,NA,NA,NA,,,,
Anthias sp,ANTH,Serranidae,Serranidae,Anthias,PLANKTIVORE,NA,NA,29,Reef,1,Planktivore,Diurnal planktivore,NA,NA,NA,NA,NA,NA,NA,,,,
Apogon fraenatus,APFR,Apogonidae,Apogonidae,Cardinalfish,PLANKTIVORE,NA,Planktivore,10,Reef,1,Planktivore,Nocturnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Apogon maculiferus,APMA,Apogonidae,Apogonidae,Cardinalfish,PLANKTIVORE,NA,Planktivore,14,Reef,1,Planktivore,Nocturnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Apogon sp,APSP,Apogonidae,Apogonidae,Cardinalfish,PLANKTIVORE,NA,NA,10,Reef,1,Planktivore,Nocturnal planktivore,NA,NA,NA,NA,NA,NA,NA,,,,
Caesio caerulaurea,CACE,Caesionidae,Caesionidae,Fusilier,PLANKTIVORE,NA,Planktivore,35,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Caesio lunaris,CALN,Caesionidae,Caesionidae,Fusilier,PLANKTIVORE,NA,Planktivore,40,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Naso lopezi,NALO,Acanthuridae,Acanthuridae,Surgeonfish,PLANKTIVORE,NA,NA,60,Reef,1,Planktivore,Diurnal planktivore,NA,NA,NA,NA,NA,NA,NA,,,,
Naso sp,NASP,Acanthuridae,Acanthuridae,Surgeonfish,PLANKTIVORE,NA,NA,60,Reef,1,Planktivore,Diurnal planktivore,NA,NA,NA,NA,NA,NA,NA,,,,
Naso lituratus,NALI,Acanthuridae,Acanthuridae,Surgeonfish,PRIMARY,Herbivore,Herb,46,Reef,1,Browser,,Browser,B ,B ,46,3,H,0,,,,
Cheilodipterus macrodon,CHMD,Apogonidae,Apogonidae,Cardinalfish,PISCIVORE,NA,NA,25,Reef,1,Planktivore,Pisci-invertivore,NA,NA,NA,NA,NA,NA,NA,,,,
Cheilodipterus sp,CHSP,Apogonidae,Apogonidae,Cardinalfish,SECONDARY,NA,NA,20,Reef,1,Planktivore,Pisci-invertivore,NA,NA,NA,NA,NA,NA,NA,,,,
Chaetodontidae,BUTT,Chaetodontidae,NA,Butterflyfish,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Chromis atripectoralis,CHAP,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,NA,Planktivore,12,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Bodianus loxozonus,BOLO,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,47,Reef,1,Micro-invertivore,,Invertivore,NA,NA,40,2,NA,NA,,,,
Bodianus bilunulatus,BOBI,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,55,Reef,1,Micro-invertivore,,Invertivore,NA,NA,55,1,NA,NA,,,,
Parapercis schauinslandii,PASC,Pinguipedidae,Pinguipedidae,Sandperch,SECONDARY,Carnivore,NA,18,Reef,1,Piscivore,Pisci-invertivore,Generalist carnivore,NA,NA,18,1,NA,NA,,,,
Plectorhinchus picus,PLPI,Haemulidae,Haemulidae,Grunt,SECONDARY,Carnivore,NA,84,Reef,1,Micro-invertivore,,Invertivore,NA,NA,85,1,NA,NA,,,,
Amblycirrhitus bimacula,AMBI,Cirrhitidae,Cirrhitidae,Hawkfish,SECONDARY,NA,NA,8.5,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Pteragogus cryptus,PTCR,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,9.5,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Canthigaster bennetti,CABE,Tetraodontidae,Tetraodontidae,Pufferfish,PRIMARY,NA,Herb,10,Reef,1,Micro-invertivore,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Gnathodentex aureolineatus,GNAU,Lethrinidae,Lethrinidae,Emperor,SECONDARY,Carnivore,NA,30,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,30,5,NA,NA,,,,
Chromis caudalis,CHCA,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,NA,Planktivore,7.5,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Cirrhilabrus sp,CILB,Labridae,Labridae,Wrasse,PLANKTIVORE,NA,NA,10,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Cirrhitidae,HAWK,Cirrhitidae,NA,Hawkfish,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Pervagor sp,PERV,Monacanthidae,Monacanthidae,Filefish,SECONDARY,NA,NA,10,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Sebastapistes sp,SESP,Scorpaenidae,Scorpaenidae,Scorpionfish,PISCIVORE,NA,NA,10,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Cheilinus sp,CHEI,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,30,Reef,1,Macro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Paraluteres prionurus,PAPR,Monacanthidae,Monacanthidae,Filefish,SECONDARY,NA,NA,11,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Canthigaster epilampra,CAEP,Tetraodontidae,Tetraodontidae,Pufferfish,PRIMARY,NA,Herb,12,Reef,1,Micro-invertivore,,NA,OTH_HERB,OTH_HERB,NA,NA,H,0,,,,
Lutjanus kasmira,LUKA,Lutjanidae,Lutjanidae,Snapper,SECONDARY,Carnivore,NA,40,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,40,5,NA,NA,,,,
Corythoichthys flavofasciatus,COFF,Syngnathidae,Syngnathidae,Pipefishes and seahorses,PLANKTIVORE,NA,Planktivore,12,Reef,1,Micro-invertivore,,NA,PK,PK,NA,NA,Pk,0,,,,
Mulloidichthys mimicus,MUMI,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,30,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,30,3,NA,NA,,,,
Mulloidichthys vanicolensis,MUVA,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,38,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,38,4,NA,NA,,,,
Halichoeres melanurus,HAML,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,12,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Cymolutes praetextatus,CYPR,Labridae,NA,Wrasse,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Dasyatidae,DASY,Dasyatidae,NA,Stingray,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Dasyatis lata,DALA,Dasyatidae,NA,Stingray,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Oxymonacanthus longirostris,OXLO,Monacanthidae,Monacanthidae,Filefish,SECONDARY,NA,NA,12,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Novaculichthys taeniourus,NOTA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,30,Reef,1,Macro-invertivore,,Invertivore,NA,NA,30,2,NA,NA,,,,
Parupeneus insularis,PAIN,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,30,Reef,1,Macro-invertivore,,Invertivore,NA,NA,33,3,NA,NA,,,,
Parapercis sp,SNDP,Pinguipedidae,Pinguipedidae,Sandperch,SECONDARY,NA,NA,20,Reef,1,Piscivore,Pisci-invertivore,NA,NA,NA,NA,NA,NA,NA,,,,
Neoniphon argenteus,NEAG,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,24,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,18.2,3,NA,NA,,,,
Chromis fumea,CHFU,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,NA,Planktivore,10,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Malacanthus brevirostris,MABR,Malacanthidae,Malacanthidae,Tilefish,SECONDARY,Carnivore,NA,32,Reef,1,Macro-invertivore,,Invertivore,NA,NA,30,2,NA,NA,,,,
Cirrhilabrus punctatus,CIPU,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,13,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Halichoeres prosopeion,HAPR,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,13,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Oxycirrhites typus,OXTY,Cirrhitidae,Cirrhitidae,Hawkfish,PLANKTIVORE,NA,Planktivore,13,Reef,1,Micro-invertivore,,NA,PK,PK,NA,NA,Pk,0,,,,
Scorpaenodes parvipinnis,SCPA,Scorpaenidae,Scorpaenidae,Scorpionfish,SECONDARY,NA,NA,14,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Plectropomus areolatus,PLAL,Serranidae,Serranidae,Grouper,PISCIVORE,NA,NA,80,Reef,1,Piscivore,Diurnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Plectropomus laevis,PLLV,Serranidae,Serranidae,Grouper,PISCIVORE,NA,NA,125,Reef,1,Piscivore,Diurnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Pogonoperca punctata,POPU,Serranidae,Serranidae,Grouper,PISCIVORE,Carnivore,NA,35,Reef,1,Piscivore,Diurnal piscivore,Diurnal piscivore,NA,NA,35,1,NA,NA,,,,
Saurida flamma,SAFL,Synodontidae,Synodontidae,Lizardfishes,PISCIVORE,NA,NA,30.5,Reef,1,Piscivore,Diurnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Gobiidae,GOBI,Gobiidae,NA,Goby,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Chaetodon tinkeri,CHTI,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,NA,NA,15,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Pteragogus enneacanthus,PTEN,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,15,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Stethojulis trilineata,STTR,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,15,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Goniistius vittatus,GOVI,Cheilodactylidae,NA,Morwong,SECONDARY,Carnivore,NA,NA,NA,NA,NA,,Invertivore,NA,NA,41,1,NA,NA,,,,
Choerodon jordani,CHJO,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,17,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Neoniphon aurolineatus,NEAU,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,25,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,22,3,NA,NA,,,,
Saurida gracilis,SAGR,Synodontidae,Synodontidae,Lizardfishes,PISCIVORE,NA,NA,32,Reef,1,Piscivore,Diurnal piscivore,NA,NA,NA,NA,NA,NA,NA,,,,
Iniistius umbrilatus,INUM,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,17.5,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Gymnothorax rueppellii,GYRU,Muraenidae,NA,Moray,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Chromis leucura,CHLC,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,NA,Planktivore,8.5,Reef,1,Planktivore,Diurnal planktivore,NA,PK,PK,NA,NA,Pk,0,,,,
Halichoeres chrysus,HACH,Labridae,NA,Wrasse,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Parupeneus pleurostigma,PAPL,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,33,Reef,1,Macro-invertivore,,Invertivore,NA,NA,33,3,NA,NA,,,,
Parupeneus multifasciatus,PAMU,Mullidae,Mullidae,Goatfish,SECONDARY,Carnivore,NA,35,Reef,1,Macro-invertivore,,Invertivore,NA,NA,38,3,NA,NA,,,,
Parupeneus crassilabris,PACR,Mullidae,Mullidae,Goatfish,SECONDARY,NA,NA,38,Reef,1,Macro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Chaetodon rafflesii,CHRA,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,NA,NA,18,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Chaetodon rafflesii,CHRA,Chaetodontidae,Chaetodontidae,Butterflyfish,SECONDARY,NA,NA,18,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Halichoeres sp,HASP,Labridae,Labridae,Wrasse,SECONDARY,NA,NA,23,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Cheilinus fasciatus,CHFA,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,40,Reef,1,Macro-invertivore,,Invertivore,NA,NA,36,2,NA,NA,,,,
Lactoria fornasini,LAFO,Ostraciidae,Ostraciidae,Boxfish,SECONDARY,NA,NA,23,Reef,1,Micro-invertivore,,NA,NA,NA,NA,NA,NA,NA,,,,
Neoniphon opercularis,NEOP,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,35,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,35,3,NA,NA,,,,
Neoniphon sammara,NESA,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,32,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,32,3,NA,NA,,,,
Oxycheilinus bimaculatus,OXBI,Labridae,Labridae,Wrasse,SECONDARY,Carnivore,NA,15,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,15,1,NA,NA,,,,
Lethrinus harak,LEHA,Lethrinidae,Lethrinidae,Emperor,SECONDARY,Carnivore,NA,50,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,32,3,NA,NA,,,,
Lethrinus obsoletus,LEOB,Lethrinidae,Lethrinidae,Emperor,SECONDARY,Carnivore,NA,60,Reef,1,Pisci-invertivore,,Invertivore,NA,NA,50,3,NA,NA,,,,
Sargocentron caudimaculatum,SACA,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,25,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,25,3,NA,NA,,,,
Plectroglyphidodon johnstonianus,PLJO,Pomacentridae,Pomacentridae,Damselfish,SECONDARY,Carnivore,NA,14,Reef,1,Corallivore,,Corallivore,NA,NA,12,1,NA,NA,,,,
Plectroglyphidodon lacrymatus,PLLA,Pomacentridae,Pomacentridae,Damselfish,PLANKTIVORE,Herbivore,Planktivore,10,Reef,1,Grazer,,Grazer,PK,PK,10,1,Pk,0,,,,
Plectroglyphidodon leucozonus,PLLE,Pomacentridae,Pomacentridae,Damselfish,PRIMARY,NA,Herb,12,Reef,1,Grazer,Other Herbivore,NA,TD,TD,NA,NA,H,0,,,,
Plectroglyphidodon phoenixensis,PLPH,Pomacentridae,Pomacentridae,Damselfish,PRIMARY,Herbivore,Herb,9,Reef,1,Grazer,Other Herbivore,Grazer,TD,TD,8.5,1,H,0,,,,
Plectroglyphidodon sindonis,PLSI,Pomacentridae,Pomacentridae,Damselfish,PRIMARY,NA,Herb,10,Reef,1,Grazer,Other Herbivore,NA,TD,TD,NA,NA,H,0,,,,
Himantura fai,HIFA,Dasyatidae,NA,Stingray,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Holocentridae,SOLD,Holocentridae,NA,Soldierfish,SECONDARY,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,
Scorpaenopsis cacopsis,SCCA,Scorpaenidae,Scorpaenidae,Scorpionfish,PISCIVORE,Carnivore,NA,51,Reef,1,Piscivore,Diurnal piscivore,Generalist carnivore,NA,NA,51,1,NA,NA,,,,
Sargocentron diadema,SADI,Holocentridae,Holocentridae,Soldierfish,SECONDARY,Carnivore,NA,17,Nocturnal,0,Pisci-invertivore,,Invertivore,NA,NA,17,3,NA,NA,,,,
